Class,Dataset Name,Order,Variable Name,Label,Type,Codelist,Value list,Format,Role,Notes,Core
Findings,VS,21,VSBLFL,Baseline Flag,Char,NY,,,Record Qualifier,A baseline indicator may be used to calculate differences or changes from baseline. Value should be Y or null. The baseline flag is sponsor defined.,Exp
Findings,VS,22,VSDRVFL,Derived Flag,Char,NY,,,Record Qualifier,Used to indicate a derived record. The value should be Y or null.,Perm
Findings,VS,23,VSEXCLFL,Exclusion Flag,Char,NY,,,Record Qualifier,"Y if the result should be excluded from all calculations, otherwise null.",Perm
Findings,VS,24,VSREASEX,Reason for Exclusion,Char,,,,Record Qualifier,The reason the result should be excluded from all calculations. Used only when VSEXCLFL is Y.,Perm
Findings,VS,25,VSUSCHFL,Unscheduled Flag,Char,NY,,,Record Qualifier,"Indicates whether the timing of the performed test or observation was unscheduled. If a test or observation was performed based upon a schedule defined in the protocol, this flag should be null. Expected values are Y or null.",Perm
Findings,VS,26,VISITDY,Planned Study Day of Collection,Num,,,,Timing,Planned day of the vital signs measurement. Should be an integer.,Perm
Findings,VS,27,VSDTC,Date/Time of Measurement,Char,,,ISO 8601,Timing,"Date/Time of the vital sign measurement, in ISO 8601 format. For indicating measurement over a period, DTC should be populated with the start date/time of collection.",Exp
Findings,VS,28,VSENDTC,End Date/Time of Measurement,Char,,,ISO 8601,Timing,"Date/Time of the end of the vital sign measurement, in ISO 8601 format. Should be populated for continuous period only.",Perm
Findings,VS,29,VSDY,Study Day of Vital Signs Measurement,Num,,,,Timing,"Study day of vital signs measurements, in integer days. For indicating measurement over a continuous period, VSDY can be used to indicate start day of that interval. The algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in the Demographics (DM) domain.",Perm
Findings,VS,30,VSENDY,Study Day of End of Measurement,Num,,,,Timing,"Study day of the end of the vital signs measurement, in integer days. Can be populated when VSDY represents the start day of a continuous evaluation interval. The algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in the Demographics (DM) domain.",Perm
Findings,VS,31,VSNOMDY,Nominal Study Day for Tabulations,Num,,,,Timing,Nominal study day used for grouping records for observations that may occur on different days into a single reported study day. Should be an integer.,Exp
Findings,VS,32,VSNOMLBL,Label for Nominal Study Day,Char,,,,Timing,"A label for a given value of VSNOMDY as presented in the study report. Examples: Pre-Treatment, Week 4, Day 28.",Perm
Findings,VS,33,VSTPT,Planned Time Point Name,Char,,,,Timing,"Text description of time when the vital signs measurement should be taken. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See VSTPTNUM and VSTPTREF. Examples: Predose, 1 Hour Postdose.",Perm
Findings,VS,34,VSTPTNUM,Planned Time Point Number,Num,,,,Timing,Numerical version of VSTPT to aid in sorting.,Perm
Findings,VS,35,VSELTM,Planned Elapsed Time from Time Point Ref,Char,,,ISO 8601,Timing,Planned elapsed time (in ISO 8601 format) relative to a planned fixed reference (VSTPTREF). This variable is useful where there are repetitive measures. Not a clock time or a date time variable. Represented as a duration in ISO 8601 format. Examples: '-PT15M' to represent the period of 15 minutes prior to the reference point indicated by VSTPTREF or 'PT8H' to represent the period of 8 hours after the reference point indicated by VSTPTREF.,Perm
Findings,VS,36,VSTPTREF,Time Point Reference,Char,,,,Timing,"Name of the fixed reference point referred to by VSELTM, if used for VSTPTNUM, and VSTPT. It is recommended that VSTPTREF be as descriptive as possible so the reference time point can be inferred without looking at other variables. Examples: DAY 1 DOSE, DAY 1 MEAL.",Perm
Findings,VS,37,VSRFTDTC,Date/Time of Time Point Reference,Char,,,ISO 8601,Timing,"Date/Time of the reference time point, VSTPTREF.",Perm
Findings,EG,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Findings,EG,2,DOMAIN,Domain Abbreviation,Char,,EG,,Identifier,Two-character abbreviation for the domain.,Req
Findings,EG,3,USUBJID,Unique Subject Identifier,Char,,,,Identifier,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.,Req
Findings,EG,4,EGSEQ,Sequence Number,Num,,,,Identifier,Sequence number given to ensure uniqueness of subject records within a domain. May be any valid number.,Req
Findings,EG,5,EGGRPID,Group Identifier,Char,,,,Identifier,Used to tie together a block of related records in a single domain for a subject. This is not the treatment group number.,Perm
Findings,EG,6,EGREFID,ECG Reference Identifier,Char,,,,Identifier,Internal or external ECG identifier. Example: UUID.,Perm
Findings,EG,7,EGSPID,Sponsor-Defined Identifier,Char,,,,Identifier,Sponsor-defined reference identifier.,Perm
Findings,EG,8,EGTESTCD,ECG Test Short Name,Char,EGTESTCD,,,Topic,"Short name of the measurement, test, or examination described in EGTEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in EGTESTCD cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST"" is not valid). EGTESTCD cannot contain characters other than letters, numbers, or underscores. Examples: EGHRMN, QTMAX.",Req
Findings,EG,9,EGTEST,ECG Test Name,Char,EGTEST,,,Synonym Qualifier,"Long name for EGTESTCD. The value in EGTEST cannot be longer than 40 characters. Examples: ECG Mean Heart Rate, Summary (Max) QT Duration.",Req
Findings,EG,10,EGCAT,Category for ECG,Char,EGCATSND,,,Grouping Qualifier,"Used to define a category of the ECG test performed. Examples: MEASUREMENT, DIAGNOSIS, INTERPRETATION.",Perm
Findings,EG,11,EGPOS,ECG Position of Subject,Char,POSITION,,,Record Qualifier,"Position of the subject during a measurement or examination. If the subject is restrained, populate with the position (example SITTING or STANDING); otherwise, populate with UNCONSTRAINED.",Exp
Findings,EG,12,EGORRES,Result or Findings as Collected,Char,,,,Result Qualifier,Result of the ECG measurement or finding as originally received or collected.,Exp
Findings,EG,13,EGORRESU,Unit of the Original Result,Char,UNIT,,,Variable Qualifier,The unit for the original result. The unit of the original result should be mapped to a synonymous unit on the Controlled Terminology (http://www.cdisc.org/terminology) list.,Exp
Findings,EG,14,EGSTRESC,Standardized Result in Character Format,Char,EGSTRESC,,,Result Qualifier,"Contains the result value for all findings, copied or derived from EGORRES, in a standard format or standard units. EGSTRESC should store all results or findings in character format, using controlled terminology, where possible. If results are numeric, they should also be stored in numeric format in EGSTRESN.",Exp
Findings,EG,15,EGSTRESN,Standardized Result in Numeric Format,Num,,,,Result Qualifier,Used for numeric results or findings in standard format; contains the numeric form of EGSTRESC. EGSTRESN should store all numeric test results or findings.,Exp
Findings,EG,16,EGSTRESU,Unit of the Standardized Result,Char,UNIT,,,Variable Qualifier,Standardized unit used for EGSTRESC and EGSTRESN.,Exp
Findings,EG,17,EGSTAT,Completion Status,Char,ND,,,Record Qualifier,Used to indicate when a test is not done or result is missing. Should be null if a result exists in EGORRES.,Perm
Findings,EG,18,EGREASND,Reason Not Done,Char,,,,Record Qualifier,"Describes why EGSTAT is NOT DONE, such as BROKEN EQUIPMENT.",Perm
Findings,EG,19,EGXFN,ECG External File Name,Char,,,,Record Qualifier,File name and path for the external ECG Waveform file. Would be used if sponsor is requested to submit waveform.,Perm
Findings,EG,20,EGNAM,Laboratory Name,Char,,,,Record Qualifier,Name or identifier of the laboratory or vendor that provided the test results.,Perm
Findings,EG,21,EGMETHOD,Method of ECG Test,Char,EGMETHOD,,,Record Qualifier,"Method of the test or examination. Examples: 12 LEAD STANDARD, 6 LEAD STANDARD.",Exp
Findings,EG,22,EGLEAD,Lead Used for Measurement,Char,EGLEAD,,,Record Qualifier,Lead identified to capture the measurement.,Exp
Findings,EG,23,EGCSTATE,Consciousness State,Char,CSTATE,,,Record Qualifier,"Consciousness state of the subject at the time of measurement. Examples: CONSCIOUS, SEMI-CONSCIOUS, UNCONSCIOUS.",Exp
Findings,EG,24,EGBLFL,Baseline Flag,Char,NY,,,Record Qualifier,A baseline indicator may be used to calculate differences or changes from baseline. Value should be Y or null. The baseline flag is sponsor defined.,Exp
Findings,EG,25,EGDRVFL,Derived Flag,Char,NY,,,Record Qualifier,"Used to indicate a derived record. The value should be Y or null. Records that represent the average of other records, or that are not as originally received or collected, are examples of records that might be derived for the submission datasets.",Perm
Findings,EG,26,EGEVAL,Evaluator,Char,,,,Record Qualifier,"Role of the person who provided the evaluation. Should be null for records that contain collected or derived data. Examples: RESPONSIBLE SCIENTIST, PRINCIPAL INVESTIGATOR, PEER REVIEWER.",Perm
Findings,EG,27,EGEXCLFL,Exclusion Flag,Char,NY,,,Record Qualifier,"Y if the result should be excluded from all calculations, otherwise null.",Perm
Findings,EG,28,EGREASEX,Reason for Exclusion,Char,,,,Record Qualifier,The reason the result should be excluded from all calculations. Used only when EGEXCLFL is Y.,Perm
Findings,EG,29,EGUSCHFL,Unscheduled Flag,Char,NY,,,Record Qualifier,"Indicates whether the timing of the performed test or observation was unscheduled. If a test or observation was performed based upon a schedule defined in the protocol, this flag should be null. Expected values are Y or null.",Perm
Findings,EG,30,VISITDY,Planned Study Day of Collection,Num,,,,Timing,Planned study day of collection. Should be an integer.,Perm
Findings,EG,31,EGDTC,Date/Time of ECG Collection,Char,,,ISO 8601,Timing,"Date/Time of ECG data collection, in ISO 8601 format. For indicating measurement over a continuous period, DTC should be used to indicate start date/time of collection.",Exp
Findings,EG,32,EGENDTC,End Date/Time of ECG Collection,Char,,,ISO 8601,Timing,"Date/Time of end of the ECG data collection, in ISO 8601 format. Should be populated for measurement over a continuous period only.",Perm
Findings,EG,33,EGDY,Study Day of ECG Collection,Num,,,,Timing,"Study day of the ECG measurement collection, in integer days. The algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in the Demographics (DM) domain.",Perm
Findings,EG,34,EGENDY,Study Day of End of ECG Collection,Num,,,,Timing,"Study day of the end of the ECG measurement collection, in integer days. The algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in the Demographics (DM) domain.",Perm
Findings,EG,35,EGNOMDY,Nominal Study Day for Tabulations,Num,,,,Timing,Nominal study day used for grouping records for observations that may occur on different days into a single reported study day. Should be an integer.,Exp
Findings,EG,36,EGNOMLBL,Label for Nominal Study Day,Char,,,,Timing,"A label for a given value of EGNOMDY as presented in the study report. Examples: Pre-Treatment, Week 4, Day 28.",Perm
Findings,EG,37,EGTPT,Planned Time Point Name,Char,,,,Timing,"Text description of time when ECG data should be collected. Note: This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See EGTPTNUM and EGTPTREF. Examples: Predose, 1 Hour Postdose.",Perm
Findings,EG,38,EGTPTNUM,Planned Time Point Number,Num,,,,Timing,Numerical version of EGTPT to aid in sorting.,Perm
Findings,EG,39,EGELTM,Planned Elapsed Time from Time Point Ref,Char,,,ISO 8601,Timing,"Planned elapsed time (in ISO 8601 format) relative to a fixed time point reference (EGTPTREF). This variable is useful where there are repetitive measures. Not a clock-time or a date-time variable. Represented as an ISO 8601 duration. Examples: ""-PT15M"" to represent the period of 15 minutes prior to the reference point indicated by EGTPTREF, or ""PT8H"" to represent the period of 8 hours after the reference point indicated by EGTPTREF.",Perm
Findings,EG,40,EGTPTREF,Time Point Reference,Char,,,,Timing,"Name of the fixed reference point referred to by EGELTM, if used for EGTPTNUM, and EGTPT. It is recommended that EGTPTREF be as descriptive as possible so the reference time point can be inferred without looking at others variables. Example: DAY 1 FIRST DOSE.",Perm
Findings,EG,41,EGRFTDTC,Date/Time of Reference Time Point,Char,,,ISO 8601,Timing,"Date/Time of the reference time point, EGTPTREF.",Perm
Findings,EG,42,EGEVLINT,Evaluation Interval,Char,,,ISO 8601,Timing,Length of evaluation interval in ISO 8601 duration format. Used in place of EGSTINT and EGENINT when EGTPTREF is not available.,Perm
Findings,EG,43,EGSTINT,Planned Start of Assessment Interval,Char,,,ISO 8601,Timing,Planned Start of an asessment interval relative to Time Point Reference (EGTPTREF) in ISO 8601 duration format.,Perm
Findings,EG,44,EGENINT,Planned End of Assessment Interval,Char,,,ISO 8601,Timing,Planned End of an assessment interval relative to Time Point Reference (EGTPTREF) in ISO 8601 duration format.,Perm
Findings,CV,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Findings,CV,2,DOMAIN,Domain Abbreviation,Char,,CV,,Identifier,Two-character abbreviation for the domain.,Req
Findings,CV,3,USUBJID,Unique Subject Identifier,Char,,,,Identifier,Identifier used to uniquely identify a subject across all studies for all application or submissions involving the product.,Req
Findings,CV,4,CVSEQ,Sequence Number,Num,,,,Identifier,Sequence number given to ensure uniqueness of subject records within a domain. May be any valid number.,Req
Findings,CV,5,CVGRPID,Group Identifier,Char,,,,Identifier,Used to tie together a block of related records in a single domain for a subject and can be used to support relationships within the domain and between domains using RELREC. This is not the treatment group number.,Perm
Findings,CV,6,CVSPID,Sponsor-Defined Identifier,Char,,,,Identifier,Sponsor-defined reference identifier,Perm
Findings,CV,7,CVTESTCD,Test Short Name,Char,SCVTSTCD,,,Topic,"Short name of the measurement, test, or examination described in CVTEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in CVTESTCD cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST"" is not valid). CVTESTCD cannot contain characters other than letters, numbers, or underscores. Examples: DIABP, HR, MAP, SYSBP.",Req
Findings,CV,8,CVTEST,Test Name,Char,SCVTST,,,Synonym Qualifier,"Long name for CVTESTCD. The value in CVTEST cannot be longer than 40 characters. Examples: Diastolic Blood Pressure, Heart Rate, Mean Arterial Pressure, Systolic Blood Pressure.",Req
Findings,CV,9,CVPOS,Position of Subject During Test,Char,POSITION,,,Record Qualifier,"Position of the subject during the measurement or examination. If the subject is restrained, populate with the position (example SITTING or STANDING); otherwise, populate with UNCONSTRAINED.",Exp
Findings,CV,10,CVORRES,Result or Findings as Collected,Char,,,,Result Qualifier,Result of the measurement or finding as originally received or collected.,Exp
Findings,CV,11,CVORRESU,Unit of the Original Result,Char,UNIT,,,Variable Qualifier,The unit for the original result. The unit of the original result should be mapped to a synonymous unit on the Controlled Terminology (http://www.cdisc.org/terminology) list.,Exp
Findings,CV,12,CVSTRESC,Standardized Result in Character Format,Char,,,,Result Qualifier,"Contains the result value for all findings, copied or derived from CVORRES in a standard format or standard units. CVSTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in CVSTRESN.",Exp
Findings,CV,13,CVSTRESN,Standardized Result in Numeric Format,Num,,,,Result Qualifier,Used for continuous or numeric results or findings in standard format; contains the numeric form of CVSTRESC. CVSTRESN should store all numeric test results or findings.,Exp
Findings,CV,14,CVSTRESU,Unit of the Standardized Result,Char,UNIT,,,Variable Qualifier,Standardized unit used for CVSTRESC and CVSTRESN.,Exp
Findings,CV,15,CVSTAT,Completion Status,Char,ND,,,Record Qualifier,Used to indicate when a test is not done or result is missing. Should be null if a result exists in CVORRES.,Perm
Findings,CV,16,CVREASND,Reason Not Done,Char,,,,Record Qualifier,"Describes why CVSTAT is NOT DONE, such as BROKEN EQUIPMENT.",Perm
Findings,CV,17,CVMETHOD,Method of Test,Char,,,,Record Qualifier,"Method of the test or examination. Examples: Intravascular, External Cuff.",Exp
Findings,CV,18,CVCSTATE,Consciousness State,Char,CSTATE,,,Record Qualifier,"Consciousness state of the subject at the time of measurement. Examples: CONSCIOUS, SEMI-CONSCIOUS, UNCONSCIOUS.",Exp
Findings,CV,19,CVBLFL,Baseline Flag,Char,NY,,,Record Qualifier,A baseline indicator may be used to calculate differences or changes from baseline. Value should be Y or null. The baseline flag is sponsor defined.,Exp
Findings,CV,20,CVDRVFL,Derived Flag,Char,NY,,,Record Qualifier,Used to indicate a derived record. The value should be Y or null.,Perm
Findings,CV,21,CVEXCLFL,Exclusion Flag,Char,NY,,,Record Qualifier,"Y if the result should be excluded from all calculations, otherwise null.",Perm
Findings,CV,22,CVREASEX,Reason for Exclusion,Char,,,,Record Qualifier,The reason the result should be excluded from all calculations. Used only when CVEXCLFL is Y.,Perm
Findings,CV,23,CVUSCHFL,Unscheduled Flag,Char,NY,,,Record Qualifier,"Indicates whether the timing of the performed test or observation was unscheduled. If a test or observation was performed based upon a schedule defined in the protocol, this flag should be null. Expected values are Y or null.",Perm
Findings,CV,24,CVDTC,Date/Time of Cardiovascular Test,Char,,,ISO 8601,Timing,"Date/Time of cardiovascular data collection, in ISO 8601 format. For measurements related to a continuous evaluation interval, CVDTC should be used to indicate the start date/time of that interval.",Exp
Findings,CV,25,CVENDTC,End Date/Time of Cardiovascular Test,Char,,,ISO 8601,Timing,"Date/Time of end of a cardiovascular evaluation interval, in ISO 8601 format. Should be populated when CVDTC represents the start date/time of a continuous evaluation interval.",Perm
Findings,CV,26,CVDY,Study Day of Cardiovascular Test,Num,,,,Timing,"Study day of cardiovascular data collection, in integer days. For measurements related to a continuous evaluation interval, CVDY can be used to indicate start day of that interval. The algorithm for calculating the day must be relative to the sponsor-defined RFSTDTC variable in the Demographics (DM) domain.",Perm
Findings,CV,27,CVENDY,Study Day of End of Cardiovascular Test,Num,,,,Timing,"Study day of the end of a cardiovascular evaluation interval, in integer days. Can be populated when CVDY represents the start day of a continuous evaluation interval. The algorithm for calculating the day must be relative to the sponsor-defined RFSTDTC variable in the Demographics (DM) domain.",Perm
Findings,CV,28,CVNOMDY,Nominal Study Day for Tabulations,Num,,,,Timing,Nominal study day used for grouping records for observations that may occur on different days into a single reported study day. Should be an integer.,Exp
Findings,CV,29,CVNOMLBL,Label for Nominal Study Day,Char,,,,Timing,"A label for a given value of CVNOMDY as presented in the study report Examples: Pretreatment, Week 4, Day 28.",Perm
Findings,CV,30,CVTPT,Planned Time Point Name,Char,,,,Timing,"Text description of time when data should be collected. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See CVTPTNUM and CVTPTREF. Examples: Predose, 1 Hour Postdose.",Exp
Findings,CV,31,CVTPTNUM,Planned Time Point Number,Num,,,,Timing,Numerical version of CVTPT to aid in sorting.,Exp
Findings,CV,32,CVELTM,Planned Elapsed Time from Time Point Ref,Char,,,ISO 8601,Timing,"Planned elapsed time (in ISO 8601 format) relative to a fixed time point reference (CVTPTREF). This variable is useful where there are repetitive measures. Not a clock time or a date time variable. Represented as an ISO 8601 duration. Examples: ""-PT15M"" to represent the period of 15 minutes prior to the reference point indicated by CVTPTREF, or ""PT8H"" to represent the period of 8 hours after the reference point indicated by CVTPTREF.",Exp
Findings,CV,33,CVTPTREF,Time Point Reference,Char,,,,Timing,"Name of the fixed reference point referred to by CVELTM, if used for CVTPTNUM, and CVTPT. It is recommended that CVTPTREF be as descriptive as possible so the reference time point can be inferred without looking at others variables. Example: DAY 1 FIRST DOSE.",Exp
Findings,CV,34,CVRFTDTC,Date/Time of Reference Time Point,Char,,,ISO 8601,Timing,"Date/Time of the reference time point, CVTPTREF.",Perm
Findings,CV,35,CVEVLINT,Evaluation Interval,Char,,,ISO 8601,Timing,Length of evaluation interval in ISO 8601 duration format. Used in place of CVSTINT and CVENINT when CVTPTREF is not available.,Perm
Findings,CV,36,CVSTINT,Planned Start of Assessment Interval,Char,,,ISO 8601,Timing,"Planned start of an assessment interval relative to Time Point Reference (CVTPTREF) in ISO 8601 duration format. Example: When the evaluation interval is from 1 to 2 hours after dosing, the value would be PT1H.",Exp
Findings,CV,37,CVENINT,Planned End of Assessment Interval,Char,,,ISO 8601,Timing,"Planned end of an assessment interval relative to Time Point Reference (CVTPTREF) in ISO 8601 duration format. Example: When the evaluation interval is from 1 to 2 hours after dosing, the value would be PT2H.",Exp
Findings,RE,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Findings,RE,2,DOMAIN,Domain Abbreviation,Char,,RE,,Identifier,Two-character abbreviation for the domain.,Req
Findings,RE,3,USUBJID,Unique Subject Identifier,Char,,,,Identifier,Identifier used to uniquely identify a subject across all studies for all application or submissions involving the product.,Req
Findings,RE,4,RESEQ,Sequence Number,Num,,,,Identifier,Sequence number given to ensure uniqueness of subject records within a domain. May be any valid number.,Req
Findings,RE,5,REGRPID,Group Identifier,Char,,,,Identifier,Used to tie together a block of related records in a single domain for a subject and can be used to support relationships within the domain and between domains using RELREC. This is not the treatment group number.,Perm
Findings,RE,6,RESPID,Sponsor-Defined Identifier,Char,,,,Identifier,Sponsor-defined reference identifier.,Perm
Findings,RE,7,RETESTCD,Test Short Name,Char,SRETSTCD,,,Topic,"Short name of the measurement, test, or examination described in RETEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in RETESTCD cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST"" is not valid). RETESTCD cannot contain characters other than letters, numbers, or underscores. Examples: RESPRATE, TIDALVOL, MV.",Req
Findings,RE,8,RETEST,Test Name,Char,SRETST,,,Synonym Qualifier,"Long name for RETESTCD. The value in RETEST cannot be longer than 40 characters. Examples: Respiratory Rate, Tidal Volume, Minute Volume.",Req
Findings,RE,9,REPOS,Position of Subject During Test,Char,POSITION,,,Record Qualifier,"Position of the subject during the measurement or examination, If the subject is restrained, populate with the position (example SITTING or STANDING); otherwise, populate with UNCONSTRAINED.",Exp
Findings,RE,10,REORRES,Result or Findings as Collected,Char,,,,Result Qualifier,Result of the measurement or finding as originally received or collected.,Exp
Findings,RE,11,REORRESU,Unit of the Original Result,Char,UNIT,,,Variable Qualifier,The unit for the original result. The unit of the original result should be mapped to a synonymous unit on the Controlled Terminology (http://www.cdisc.org/terminology) list.,Exp
Findings,RE,12,RESTRESC,Standardized Result in Character Format,Char,,,,Result Qualifier,"Contains the result value for all findings, copied or derived from REORRES in a standard format or standard units. RESTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in RESTRESN.",Exp
Findings,RE,13,RESTRESN,Standardized Result in Numeric Format,Num,,,,Result Qualifier,Used for continuous or numeric results or findings in standard format; contains the numeric form of RESTRESC. RESTRESN should store all numeric test results or findings.,Exp
Findings,RE,14,RESTRESU,Unit of the Standardized Result,Char,UNIT,,,Variable Qualifier,Standardized unit used for RESTRESC and RESTRESN.,Exp
Findings,RE,15,RESTAT,Completion Status,Char,ND,,,Record Qualifier,Used to indicate when a test is not done or result is missing. Should be null if a result exists in REORRES.,Perm
Findings,RE,16,REREASND,Reason Not Done,Char,,,,Record Qualifier,"Describes why RESTAT is NOT DONE, such as BROKEN EQUIPMENT.",Perm
Findings,RE,17,REMETHOD,Method of Test,Char,,,,Record Qualifier,"Method of the test or examination. Examples: Whole body plethysmograph, Head-out plethysmograph, Invasive.",Exp
Findings,RE,18,RECSTATE,Consciousness State,Char,CSTATE,,,Record Qualifier,"Consciousness state of the subject at the time of measurement. Examples: CONSCIOUS, SEMI-CONSCIOUS, UNCONSCIOUS",Exp
Findings,RE,19,REBLFL,Baseline Flag,Char,NY,,,Record Qualifier,A baseline indicator may be used to calculate differences or changes from baseline. Value should be Y or null. The baseline flag is sponsor defined.,Exp
Findings,RE,20,REDRVFL,Derived Flag,Char,NY,,,Record Qualifier,Used to indicate a derived record. The value should be Y or null.,Perm
Findings,RE,21,REEXCLFL,Exclusion Flag,Char,NY,,,Record Qualifier,"Y if the result should be excluded from all calculations, otherwise null.",Perm
Findings,RE,22,REREASEX,Reason for Exclusion,Char,,,,Record Qualifier,The reason the result should be excluded from all calculations. Used only when REEXCLFL is Y.,Perm
Findings,RE,23,REUSCHFL,Unscheduled Flag,Char,NY,,,Record Qualifier,"Indicates whether the timing of the performed test or observation was unscheduled. If a test or observation was performed based upon a schedule defined in the protocol, this flag should be null. Expected values are Y or null.",Perm
Findings,RE,24,REDTC,Date/Time of Respiratory Measurement,Char,,,ISO 8601,Timing,"Date/Time of respiratory data collection, in ISO 8601 format. For measurements related to a continuous evaluation interval, REDTC should be used to indicate the start date/time of that interval.",Exp
Findings,RE,25,REENDTC,End Date/Time of Respiratory Measurement,Char,,,ISO 8601,Timing,"Date/Time of end of the respiratory evaluation interval, in ISO 8601 format. Should be populated when REDTC represents the start date/time of a continuous evaluation interval.",Perm
Findings,RE,26,REDY,Study Day of Respiratory Measurement,Num,,,,Timing,"Study day of respiratory data collection, in integer days. For measurements related to a continuous evaluation interval, REDY can be used to indicate start day of that interval. The algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in the Demographics (DM) domain.",Perm
Findings,RE,27,REENDY,End Study Day of Respiratory Measurement,Num,,,,Timing,"Study day of the respiratory data collection, in integer days. Can be populated when REDY represents the start day of a continuous evaluation interval. The algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in the Demographics (DM) domain.",Perm
Findings,RE,28,RENOMDY,Nominal Study Day for Tabulations,Num,,,,Timing,Nominal study day used for grouping records for observations that may occur on different days into a single reported study day. Should be an integer.,Exp
Findings,RE,29,RENOMLBL,Label for Nominal Study Day,Char,,,,Timing,"A label for a given value of RENOMDY as presented in the study report. Examples: Pretreatment, Week 4, Day 28.",Perm
Findings,RE,30,RETPT,Planned Time Point Name,Char,,,,Timing,"Text description of time when respiratory data should be collected. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See RETPTNUM and RETPTREF. Examples: Predose, 1 Hour Postdose.",Exp
Findings,RE,31,RETPTNUM,Planned Time Point Number,Num,,,,Timing,Numerical version of RETPT to aid in sorting.,Exp
Findings,RE,32,REELTM,Planned Elapsed Time from Time Point Ref,Char,,,ISO 8601,Timing,"Planned elapsed time (in ISO 8601 format) relative to a fixed time point reference (RETPTREF). This variable is useful where there are repetitive measures. Not a clock time or a date time variable. Represented as an ISO 8601 duration. Examples: ""-PT15M"" to represent the period of 15 minutes prior to the reference point indicated by RETPTREF, or ""PT8H"" to represent the period of 8 hours after the reference point indicated by RETPTREF.",Exp
Findings,RE,33,RETPTREF,Time Point Reference,Char,,,,Timing,"Name of the fixed reference point referred to by REELTM, if used for RETPTNUM, and RETPT. It is recommended that RETPTREF be as descriptive as possible so the reference time point can be inferred without looking at others variables. Example: DAY 1 FIRST DOSE.",Exp
Findings,RE,34,RERFTDTC,Date/Time of Reference Time Point,Char,,,ISO 8601,Timing,"Date/Time of the reference time point, RETPTREF.",Perm
Findings,RE,35,REEVLINT,Evaluation Interval,Char,,,ISO 8601,Timing,Length of evaluation interval in ISO 8601 duration format. Used in place of RESTINT and REENINT when RETPTREF is not available.,Perm
Findings,RE,36,RESTINT,Planned Start of Assessment Interval,Char,,,ISO 8601,Timing,"Planned start of an assessment interval relative to Time Point Reference (RETPTREF) in ISO 8601 duration format. Example: When the evaluation interval is from 1 to 2 hours after dosing, the value would be PT1H.",Exp
Findings,RE,37,REENINT,Planned End of Assessment Interval,Char,,,ISO 8601,Timing,"Planned end of an assessment interval relative to Time Point Reference (RETPTREF) in ISO 8601 duration format. Example: When the evaluation interval is from 1 to 2 hours after dosing, the value would be PT2H.",Exp
Special-Purpose,DM,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Special-Purpose,DM,2,DOMAIN,Domain Abbreviation,Char,,DM,,Identifier,Two-character abbreviation for the domain.,Req
Special-Purpose,DM,3,USUBJID,Unique Subject Identifier,Char,,,,Identifier,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.,Req
Special-Purpose,DM,4,SUBJID,Subject Identifier for the Study,Char,,,,Topic,"Subject (i.e., Animal) identifier used within the study.",Req
Special-Purpose,DM,5,RFSTDTC,Subject Reference Start Date/Time,Char,,,ISO 8601,Record Qualifier,Reference start date/time for the subject in ISO 8601 format. Usually equivalent to date/time when subject was first exposed to study treatment. Study day calculation (the --DY variable) in all domains will be based on this date. The sponsor must define what collected date is used to populate RFSTDTC in the data definition file.,Req
Special-Purpose,DM,6,RFENDTC,Subject Reference End Date/Time,Char,,,ISO 8601,Record Qualifier,Reference end date/time for the subject in ISO 8601 format. Usually equivalent to the date/time when the subject was determined to have left the study. The sponsor must define what collected date is used to populate RFENDTC in the data definition file.,Exp
Special-Purpose,DM,7,RFXSTDTC,Date/Time of First Study Treatment,Char,,,ISO 8601,Record Qualifier,"First date/time of exposure to any protocol-specified treatment or therapy, equal to the earliest value of EXSTDTC. Note: Absolute first.",Perm
