Class,Dataset Name,Order,Variable Name,Label,Type,Codelist,Value list,Format,Role,Notes,Core
Findings,TU,11,TUORRES,Tumor Identification Result,Char,,,,Result Qualifier,"Result of the Tumor identification. The result of tumor identification is a classification of identified tumor. Examples: When TUTESTCD=TUMIDENT (Tumor Identification), values of TUORRES might be: TARGET, NON-TARGET, or NEW. or BENIGN ABNORMALITY",Exp
Findings,TU,12,TUSTRESC,Tumor Identification Result Std. Format,Char,C96780,,,Record Qualifier,Contains the result value for all findings copied from TUORRES.,Exp
Findings,TU,13,TUNAM,Vendor Name,Char,,,,Record Qualifier,The name or identifier of the vendor that performed the Tumor Identification. This column can be left Null when the Investigator provides the complete set of data in the domain.,Perm
Findings,TU,14,TULOC,Location of the Tumor,Char,C74456,,,Record Qualifier,Used to specify the anatomical location of the identified tumor. Example: LIVER  Note: When anatomical location is broken down and collected as distinct pieces of data that when combined provide the overall location information (e.g. laterality /directionality / distribution) then the additional anatomical location qualifiers should be used. See Assumption 3.,Exp
Findings,TU,15,TULAT,Laterality,Char,C99073,,,Record Qualifier,"Qualifier for anatomical location or specimen further detailing laterality, for example, LEFT, RIGHT, BILATERAL.",Perm
Findings,TU,16,TUDIR,Directionality,Char,C99074,,,Record Qualifier,"Qualifier for anatomical location or specimen further detailing directionality, for example, UPPER, INTERIOR.",Perm
Findings,TU,17,TUPORTOT,Portion or Totality,Char,C99075,,,Record Qualifier,"Qualifier for anatomical location or specimen further detailing the distribution which means arrangement of, or apportioning of, for example, ENTIRE, SINGLE, SEGMENT, MULTIPLE.",Perm
Findings,TU,18,TUMETHOD,Method of Identification,Char,C85492,,,Record Qualifier,"Method used to identify the tumor. Examples: MRI, CT SCAN.",Exp
Findings,TU,19,TUEVAL,Evaluator,Char,C78735,,,Record Qualifier,"Role of the person who provided the evaluation. Examples: INVESTIGATOR, INDEPENDNT ASSESSOR  This column can be left Null when the Investigator provides the complete set of data in the domain. However the column should contain no Null values when data from one or more independent assessors is included meaning that the rows attributed to the Investigator should contain a value of INVESTIGATOR.",Exp
Findings,TU,20,TUEVALID,Evaluator Identifier,Char,C96777,,,Variable Qualifier,"The Evaluator Specified variable is used in conjunction with TUEVAL to provide an additional level of detail. When multiple assessors play the role identified in TUEVAL, values of TUEVALID will attribute a row of data to a particular assessor. TUEVALID should not contain the names of the assessors, or a code identifier for a specific assessor, but should contain values such as RADIOLOGIST, RADIOLOGIST 1 or RADIOLOGIST 2. The TUEVALID variable is subject to CDISC Controlled Terminology. See Assumption 7.",Perm
Findings,TU,21,TUACPTFL,Accepted Record Flag,Char,C66742,,,Record Qualifier,"In cases where more than one independent assessor (e.g. RADIOLOGIST 1, RADIOLOGIST 2, ADJUDICATOR) provide independent assessments at the same time point this flag identifies the record that is considered to be the accepted assessment.",Perm
Findings,TU,22,VISITNUM,Visit Number,Num,,,,Timing,"1. Clinical encounter number.  2. Numeric version of VISIT, used for sorting.",Exp
Findings,TU,23,VISIT,Visit Name,Char,,,,Timing,1. Protocol-defined description of clinical encounter.  2. May be used in addition to VISITNUM and/or VISITDY.,Perm
Findings,TU,24,VISITDY,Planned Study Day of Visit,Num,,,,Timing,,Perm
Findings,TU,25,EPOCH,Epoch,Char,,,,Timing,Epoch associated with the Element in the planned sequence of Elements for the ARM to which the subject was assigned.,Perm
Findings,TU,26,TUDTC,Date/Time of Tumor Identification,Char,,,ISO 8601,Timing,TUDTC variable represents the date of the scan/image/physical exam not the date that the image was read to identify tumors. TUDTC variable does not represent the VISIT date.,Exp
Findings,TU,27,TUDY,Study Day of Tumor Identification,Num,,,,Timing,"1. Study day of the scan/image/physical exam, measured as integer days.  2. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics.",Perm
Findings,TR,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Findings,TR,2,DOMAIN,Domain Abbreviation,Char,,TR,,Identifier,Two-character abbreviation for the domain.,Req
Findings,TR,3,USUBJID,Unique Subject Identifier,Char,,,,Identifier,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.,Req
Findings,TR,4,TRSEQ,Sequence Number,Num,,,,Identifier,Sequence number given to ensure uniqueness within a dataset for a subject. May be any valid number.,Req
Findings,TR,5,TRGRPID,Group ID,Char,,,,Identifier,Used to link together a block of related records within a subject in a domain.,Perm
Findings,TR,6,TRREFID,Reference ID,Char,,,,Identifier,Internal or external identifier.,Perm
Findings,TR,7,TRSPID,Sponsor-Defined Identifier,Char,,,,Identifier,Sponsor-defined identifier.,Perm
Findings,TR,8,TRLNKID,Link ID,Char,,,,Identifier,Identifier used to link the assessment result records to the individual tumor identification record in TU domain.,Exp
Findings,TR,9,TRLNKGRP,Link Group,Char,,,,Identifier,Used to group and link all of the measurement/assessment records used in the assessment of the response record in the RS domain.,Perm
Findings,TR,10,TRTESTCD,Tumor Assessment Short Name,Char,C96779,,,Topic,"Short name of the TEST in TRTEST. TRTESTCD cannot contain characters other than letters, numbers, or underscores. Examples: TUMSTATE, DIAMETER. See Assumption 2.",Req
Findings,TR,11,TRTEST,Tumor Assessment Test Name,Char,C96778,,,Synonym Qualifier,"Verbatim name of the test or examination used to obtain the measurement or finding. The value in TRTEST cannot be longer than 40 characters. Examples: Tumor State, Diameter, Longest Perpendicular diameter, Volume, Area. See Assumption 2.",Req
Findings,TR,12,TRORRES,Result or Finding in Original Units,Char,,,,Result Qualifier,Result of the Tumor measurement/assessment as originally received or collected.,Exp
Findings,TR,13,TRORRESU,Original Units,Char,C71620,,,Variable Qualifier,Original units in which the data were collected. The unit for TRORRES. Example: mm,Exp
Findings,TR,14,TRSTRESC,Character Result/Finding in Std Format,Char,,,,Record Qualifier,"Contains the result value for all findings, copied or derived from TRORRES in a standard format or standard units. TRSTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in TRSTRESN",Exp
Findings,TR,15,TRSTRESN,Numeric Result/Finding in Standard Units,Num,,,,Result Qualifier,Used for continuous or numeric results or findings in standard format; copied in numeric format from TRSTRESC. TRSTRESN should store all numeric test results or findings.,Exp
Findings,TR,16,TRSTRESU,Standard Units,Char,C71620,,,Variable Qualifier,Standardized unit used for TRSTRESN.,Exp
Findings,TR,17,TRSTAT,Completion Status,Char,C66789,,,Result Qualifier,Used to indicate a scan/image/physical exam was not performed or a tumor measurement was not taken. Should be Null if a result exists in TRORRES.,Perm
Findings,TR,18,TRREASND,Reason Tumor Measurement Not Performed,Char,,,,Record Qualifier,"Describes why a scan/image/physical exam was not performed or a tumor measurement was not taken. Examples: SCAN NOT PERFORMED, NOT ASSESSABLE: Image obscured, TUMOR. Used in conjunction with TRSTAT when value is NOT DONE.",Perm
Findings,TR,19,TRNAM,Vendor Name,Char,,,,Record Qualifier,The name or identifier of the vendor that performed the Tumor measurement or assessment. This column can be left Null when the Investigator provides the complete set of data in the domain.,Perm
Findings,TR,20,TRMETHOD,Method used to Identify the Tumor,,C85492,,,Record Qualifier,"Method used to measure the tumor. Examples: MRI, CT SCAN.",Exp
Findings,TR,21,TREVAL,Evaluator,Char,C78735,,,Record Qualifier,"Role of the person who provided the evaluation. Examples: INVESTIGATOR, INDEPENDENT ASSESSOR.  This column can be left Null when the Investigator provides the complete set of data in the domain. However the column should contain no Null values when data from one or more independent assessors is included meaning that the rows attributed to the Investigator should contain a value of INVESTIGATOR.",Exp
Findings,TR,22,TREVALID,Evaluator Identifier,Char,C96777,,,Variable Qualifier,"The Evaluator Specified variable is used in conjunction with TREVAL to provide an additional level of detail. When multiple assessors play the role identified in TREVAL, values of TREVALID will attribute a row of data to a particular assessor. TREVALID should not contain the names of the assessors, or a code identifier for a specific assessor, but should contain values such as RADIOLOGIST, RADIOLOGIST 1 or RADIOLOGIST 2. The TREVALID variable is subject to CDISC Controlled Terminology. Note TREVAL must also be populated when TREVALID is populated. See Assumption 7.",Perm
Findings,TR,23,TRACPTFL,Accepted Record Flag,Char,C66742,,,Record Qualifier,"In cases where more than one independent assessor (e.g. RADIOLOGIST 1, RADIOLOGIST 2, ADJUDICATOR) provide independent assessments at the same timepoint this flag identifies the record that is considered to be the accepted assessment.",Perm
Findings,TR,24,VISITNUM,Visit Number,Num,,,,Timing,"1. Clinical encounter number.  2. Numeric version of VISIT, used for sorting.",Exp
Findings,TR,25,VISIT,Visit Name,Char,,,,Timing,1. Protocol-defined description of clinical encounter.  2. May be used in addition to VISITNUM and/or VISITDY.,Perm
Findings,TR,26,VISITDY,Planned Study Day of Visit,Num,,,,Timing,,Perm
Findings,TR,27,EPOCH,Epoch,Char,,,,Timing,Epoch associated with the Element in the planned sequence of Elements for the ARM to which the subject was assigned,Perm
Findings,TR,28,TRDTC,Date/Time of Tumor Measurement,Char,,,ISO 8601,Timing,TRDTC variable represents the date of the scan/image/physical exam not the date that the image was read to identify tumors. TRDTC variable does not represent the VISIT date.,Exp
Findings,TR,29,TRDY,Study Day of Tumor Measurement,Num,,,,Timing,"1. Study day of the scan/image/physical exam, measured as integer days.  2. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics.",Perm
Findings,RS,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Findings,RS,2,DOMAIN,Domain Abbreviation,Char,,RS,,Identifier,Two-character abbreviation for the domain.,Req
Findings,RS,3,USUBJID,Unique Subject Identifier,Char,,,,Identifier,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.,Req
Findings,RS,4,RSSEQ,Sequence Number,Num,,,,Identifier,Sequence number given to ensure uniqueness within a dataset for a subject. May be any valid number.,Req
Findings,RS,5,RSGRPID,Group ID,Char,,,,Identifier,Used to link together a block of related records within a subject in a domain.,Perm
Findings,RS,6,RSREFID,Reference ID,Char,,,,Identifier,Internal or external identifier.,Perm
Findings,RS,7,RSSPID,Sponsor-Defined Identifier,Char,,,,Identifier,Sponsor-defined identifier.,Perm
Findings,RS,8,RSLNKID,Link ID,Char,,,,Identifier,Used to link the response assessment to the appropriate measurement records (in TR) for same tumor that was used to determine the response result.,Perm
Findings,RS,9,RSLNKGRP,Link Group,Char,,,,Identifier,Used to link the response assessment to the all of the measurement/assessment records in the TR domain which were used in the assessment of the response.,Perm
Findings,RS,10,RSTESTCD,Response Assessment Short Name,Char,C96782,,,Topic,"Short name of the TEST in RSTEST. RSTESTCD cannot contain characters other than letters, numbers, or underscores. Examples: TRGRESP, NTRGRESP, OVRRESP, BESTRESP, NRADPROG",Req
Findings,RS,11,RSTEST,Response Assessment Name,Char,C96781,,,Synonym Qualifier,"Verbatim name of the response assessment. The value in RSTEST cannot be longer than 40 characters. Examples: Target Response, Non-target Response, Overall Response, Best Overall Response, Non-radiological progression (i.e. Symptomatic deterioration)",Req
Findings,RS,12,RSCAT,Category for Response Assessment,Char,,,,Grouping Qualifier,RSCAT is used to identify the criteria used in the assessment of response and a version number if appropriate,Exp
Findings,RS,13,RSORRES,Response Assessment Original Result,Char,,,,Result Qualifier,"Result of the Response assessment as originally received, collected, or calculated.",Exp
Findings,RS,14,RSSTRESC,Response Assessment Result in Std Format,Char,,,,Record Qualifier,"Contains the result value for the response assessment, copied or derived from RSORRES in a standard format or standard units. RSSTRESC should store all results or findings in character format;",Exp
Findings,RS,15,RSSTAT,Completion Status,Char,C66789,,,Result Qualifier,Used to indicate the response assessment was not performed. Should be Null if a result exists in RSORRES.,Perm
Findings,RS,16,RSREASND,Reason Response Assessment Not Performed,Char,,,,Record Qualifier,"Describes why a response assessment was not performed. Examples: All target tumors not evaluated, Subject does not have non-target tumors. Used in conjunction with TRSTAT when value is NOT DONE.",Perm
Findings,RS,17,RSNAM,Vendor Name,Char,,,,Record Qualifier,The name or identifier of the vendor that performed the response assessment. This column can be left Null when the Investigator provides the complete set of data in the domain.,Perm
Findings,RS,18,RSEVAL,Evaluator,Char,C78735,,,Record Qualifier,"Role of the person who provided the evaluation. Examples: INVESTIGATOR, INDEPENDENT ASSESSOR. This column can be left Null when the Investigator provides the complete set of data in the domain. However the column should contain no Null values when data from one or more independent assessors is included meaning that the rows attributed to the Investigator should contain a value of INVESTIGATOR.",Exp
Findings,RS,19,RSEVALID,Evaluator Identifier,Char,C96777,,,Variable Qualifier,"The Evaluator Specified variable is used in conjunction with RSEVAL to provide an additional level of detail. When multiple assessors play the role identified in RSEVAL, values of RSEVALID will attribute a row of data to a particular assessor. RSEVALID should not contain the names of the assessors, or a code identifier for a specific assessor. The RSEVALID variable is subject to CDISC Controlled Terminology. Examples: RADIOLOGIST, RADIOLOGIST 1 or RADIOLOGIST 2. See Assumption 4",Perm
Findings,RS,20,RSACPTFL,Accepted Record Flag,Char,C66742,,,Record Qualifier,"In cases where more than one independent assessor (e.g. RADIOLOGIST 1, RADIOLOGIST 2, ADJUDICATOR) provides an evaluation of response this flag identifies the record that is considered to be the accepted evaluation.",Perm
Findings,RS,21,VISITNUM,Visit Number,Num,,,,Timing,"1. Clinical encounter number.  2. Numeric version of VISIT, used for sorting.",Exp
Findings,RS,22,VISIT,Visit Name,Char,,,,Timing,1. Protocol-defined description of clinical encounter.  2. May be used in addition to VISITNUM and/or VISITDY.,Perm
Findings,RS,23,VISITDY,Planned Study Day of Visit,Num,,,,Timing,,Perm
Findings,RS,24,EPOCH,Epoch,Char,,,,Timing,Epoch associated with the Element in the planned sequence of Elements for the ARM to which the subject was assigned,Perm
Findings,RS,25,RSDTC,Date/Time of Response Assessment,Char,,,ISO 8601,Timing,"RSDTC may be derived from the dates of scans/images/physical exams which may be performed on different dates. However, if all assessments are performed on the same date, RSDTC may be consistent with the TUDTC and TRDTC. Note the physical exam date may correspond to the visit date.",Exp
Findings,RS,26,RSDY,Study Day of Response Assessment,Num,,,,Timing,"1. Study day of the response assessment, measured as integer days. 2. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics.",Perm
Findings,VS,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Findings,VS,2,DOMAIN,Domain Abbreviation,Char,,VS,,Identifier,Two-character abbreviation for the domain.,Req
Findings,VS,3,USUBJID,Unique Subject Identifier,Char,,,,Identifier,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.,Req
Findings,VS,4,VSSEQ,Sequence Number,Num,,,,Identifier,Sequence Number given to ensure uniqueness of subject records within a domain. May be any valid number.,Req
Findings,VS,5,VSGRPID,Group ID,Char,,,,Identifier,Used to tie together a block of related records in a single domain for a subject.,Perm
Findings,VS,6,VSSPID,Sponsor-Defined Identifier,Char,,,,Identifier,Sponsor-defined reference number. Perhaps pre-printed on the CRF as an explicit line identifier or defined in the sponsor's operational database.,Perm
Findings,VS,7,VSTESTCD,Vital Signs Test Short Name,Char,C66741,,,Topic,"Short name of the measurement, test, or examination described in VSTEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in VSTESTCD cannot be longer than 8 characters, nor can it start with a number (e.g.""1TEST""). VSTESTCD cannot contain characters other than letters, numbers, or underscores. Examples: SYSBP, DIABP, BMI.",Req
Findings,VS,8,VSTEST,Vital Signs Test Name,Char,C67153,,,Synonym Qualifier,"Verbatim name of the test or examination used to obtain the measurement or finding. The value in VSTEST cannot be longer than 40 characters. Examples: Systolic Blood Pressure, Diastolic Blood Pressure, Body Mass Index.",Req
Findings,VS,9,VSCAT,Category for Vital Signs,Char,,,,Grouping Qualifier,Used to define a category of related records.,Perm
Findings,VS,10,VSSCAT,Subcategory for Vital Signs,Char,,,,Grouping Qualifier,A further categorization of a measurement or examination.,Perm
Findings,VS,11,VSPOS,Vital Signs Position of Subject,Char,C71148,,,Record Qualifier,"Position of the subject during a measurement or examination. Examples: SUPINE, STANDING, SITTING.",Perm
Findings,VS,12,VSORRES,Result or Finding in Original Units,Char,,,,Result Qualifier,Result of the vital signs measurement as originally received or collected.,Exp
Findings,VS,13,VSORRESU,Original Units,Char,C66770,,,Variable Qualifier,"Original units in which the data were collected. The unit for VSORRES. Examples: IN, LB, BEATS/MIN.",Exp
Findings,VS,14,VSSTRESC,Character Result/Finding in Std Format,Char,,,,Result Qualifier,"Contains the result value for all findings, copied or derived from VSORRES in a standard format or standard units. VSSTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in VSSTRESN. For example, if a test has results ""NONE"", ""NEG"", and ""NEGATIVE"" in VSORRES and these results effectively have the same meaning, they could be represented in standard format in VSSTRESC as ""NEGATIVE"".",Exp
Findings,VS,15,VSSTRESN,Numeric Result/Finding in Standard Units,Num,,,,Result Qualifier,Used for continuous or numeric results or findings in standard format; copied in numeric format from VSSTRESC. VSSTRESN should store all numeric test results or findings.,Exp
Findings,VS,16,VSSTRESU,Standard Units,Char,C66770,,,Variable Qualifier,Standardized unit used for VSSTRESC and VSSTRESN.,Exp
Findings,VS,17,VSSTAT,Completion Status,Char,C66789,,,Record Qualifier,Used to indicate that a vital sign measurement was not done. Should be null if a result exists in VSORRES.,Perm
Findings,VS,18,VSREASND,Reason Not Performed,Char,,,,Record Qualifier,Describes why a measurement or test was not performed. Examples: BROKEN EQUIPMENT or SUBJECT REFUSED. Used in conjunction with VSSTAT when value is NOT DONE.,Perm
Findings,VS,19,VSLOC,Location of Vital Signs Measurement,Char,C74456,,,Record Qualifier,Location relevant to the collection of Vital Signs measurement. Example: ARM for blood pressure.,Perm
Findings,VS,20,VSLAT,Laterality,Char,C99073,,,Result Qualifier,"Qualifier for anatomical location or specimen further detailing laterality. Examples: RIGHT, LEFT, BILATERAL",Perm
Findings,VS,21,VSBLFL,Baseline Flag,Char,C66742,,,Record Qualifier,"Indicator used to identify a baseline value. The value should be ""Y"" or null.",Exp
Findings,VS,22,VSDRVFL,Derived Flag,Char,C66742,,,Record Qualifier,"Used to indicate a derived record. The value should be Y or null. Records which represent the average of other records or which do not come from the CRF are examples of records that would be derived for the submission datasets. If VSDRVFL=Y, then VSORRES may be null, with VSSTRESC and (if numeric) VSSTRESN having the derived value.",Perm
Findings,VS,23,VISITNUM,Visit Number,Num,,,,Timing,"1. Clinical encounter number.  2. Numeric version of VISIT, used for sorting.",Exp
Findings,VS,24,VISIT,Visit Name,Char,,,,Timing,1. Protocol-defined description of clinical encounter.  2. May be used in addition to VISITNUM and/or VISITDY.,Perm
Findings,VS,25,VISITDY,Planned Study Day of Visit,Num,,,,Timing,Planned study day of the visit based upon RFSTDTC in Demographics.,Perm
Findings,VS,26,VSDTC,Date/Time of Measurements,Char,,,ISO 8601,Timing,,Exp
Findings,VS,27,VSDY,Study Day of Vital Signs,Num,,,,Timing,"1. Study day of vital signs measurements, measured as integer days.  2. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics.",Perm
Findings,VS,28,VSTPT,Planned Time Point Name,Char,,,,Timing,"1. Text Description of time when measurement should be taken.  2. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See VSTPTNUM and VSTPTREF. Examples: Start, 5 min post",Perm
Findings,VS,29,VSTPTNUM,Planned Time Point Number,Num,,,,Timing,Numerical version of VSTPT to aid in sorting.,Perm
Findings,VS,30,VSELTM,Planned Elapsed Time from Time Point Ref,Char,,,ISO 8601,Timing,"Planned Elapsed time (in ISO 8601) relative to a planned fixed reference (VSTPTREF). This variable is useful where there are repetitive measures. Not a clock time or a date time variable. Represented as an ISO 8601 Duration. Examples: ""-PT15M"" to represent the period of 15 minutes prior to the reference point indicated by VSTPTREF, or ""PT8H"" to represent the period of 8 hours after the reference point indicated by VSTPTREF.",Perm
Findings,VS,31,VSTPTREF,Time Point Reference,Char,,,,Timing,"Name of the fixed reference point referred to by VSELTM, VSTPTNUM, and VSTPT. Examples: PREVIOUS DOSE, PREVIOUS MEAL.",Perm
Findings,VS,32,VSRFTDTC,Date/Time of Reference Time Point,Char,,,ISO 8601,Timing,"Date/time of the reference time point, LBTPTREF.",Perm
Findings About,FA,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Findings About,FA,2,DOMAIN,Domain Abbreviation,Char,,FA,,Identifier,Two-character abbreviation for the domain.,Req
Findings About,FA,3,USUBJID,Unique Subject Identifier,Char,,,,Identifier,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.,Req
Findings About,FA,4,FASEQ,Sequence Number,Num,,,,Identifier,Sequence Number given to ensure uniqueness of subject records within a domain. May be any valid number.,Req
Findings About,FA,5,FAGRPID,Group ID,Char,,,,Identifier,Used to tie together a block of related records in a single domain for a subject.,Perm
Findings About,FA,6,FASPID,Sponsor-Defined Identifier,Char,,,,Identifier,Sponsor-defined reference number. Perhaps pre-printed on the CRF as an explicit line identifier or defined in the sponsor's operational database. Example: Line number on a CRF.,Perm
Findings About,FA,7,FATESTCD,Findings About Test Short Name,Char,C101832,,,Topic,"Short name of the measurement, test, or examination described in FATEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in FATESTCD cannot be longer than 8 characters, nor can it start with a number (e.g. ""1TEST""). FATESTCD cannot contain characters other than letters, numbers, or underscores. Example: SEV, OCCUR.",Req
Findings About,FA,8,FATEST,Findings About Test Name,Char,C101833,,,Synonym Qualifier,"Verbatim name of the test or examination used to obtain the measurement or finding. The value in FATEST cannot be longer than 40 characters. Examples: Severity/Intensity, Occurrence",Req
Findings About,FA,9,FAOBJ,Object of the Observation,Char,,,,Record Qualifier,"Used to describe the object or focal point of the findings observation that is represented by --TEST. Examples: the term (such as Acne) describing a clinical sign or symptom that is being measured by a Severity test, or an event such as VOMIT where the volume of Vomit is being measured by a VOLUME test.",Req
Findings About,FA,10,FACAT,Category for Findings About,Char,,,,Grouping Qualifier,"Used to define a category of related records. Examples: GERD, PRE-SPECIFIED AE.",Perm
Findings About,FA,11,FASCAT,Subcategory for Findings About,Char,,,,Grouping Qualifier,A further categorization of FACAT.,Perm
Findings About,FA,12,FAORRES,Result or Finding in Original Units,Char,,,,Result Qualifier,Result of the test as originally received or collected.,Exp
Findings About,FA,13,FAORRESU,Original Units,Char,C71620,,,Variable Qualifier,Original units in which the data were collected. The unit for FAORRES.,Perm
Findings About,FA,14,FASTRESC,Character Result/Finding in Std Format,Char,,,,Result Qualifier,"Contains the result value for all findings, copied or derived from FAORRES in a standard format or standard units. FASTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in FASTRESN. For example, if a test has results ""NONE"", ""NEG"", and ""NEGATIVE"" in FAORRES and these results effectively have the same meaning; they could be represented in standard format in FASTRESC as ""NEGATIVE"".",Exp
Findings About,FA,15,FASTRESN,Numeric Result/Finding in Standard Units,Num,,,,Result Qualifier,Used for continuous or numeric results or findings in standard format; copied in numeric format from FASTRESC. FASTRESN should store all numeric test results or findings.,Perm
Findings About,FA,16,FASTRESU,Standard Units,Char,C71620,,,Variable Qualifier,Standardized unit used for FASTRESC and FASTRESN.,Perm
Findings About,FA,17,FASTAT,Completion Status,Char,C66789,,,Record Qualifier,Used to indicate that the measurement was not done. Should be null if a result exists in FAORRES.,Perm
Findings About,FA,18,FAREASND,Reason Not Performed,Char,,,,Record Qualifier,Describes why a question was not answered. Example: subject refused. Used in conjunction with FASTAT when value is NOT DONE.,Perm
Findings About,FA,19,FALOC,Location of the Finding About,Char,C74456,,,Record Qualifier,Used to specify the location of the clinical evaluation. Example: ARM,Perm
Findings About,FA,20,FALAT,Laterality of Location of the Finding About,Char,C99073,,,Result Qualifier,"Qualifier for anatomical location or specimen further detailing laterality. Examples: RIGHT, LEFT, BILATERAL",
Findings About,FA,21,FABLFL,Baseline Flag,Char,C66742,,,Record Qualifier,"Indicator used to identify a baseline value. The value should be ""Y"" or null.",Perm
Findings About,FA,22,FAEVAL,Evaluator,Char,C78735,,,Record Qualifier,"Role of the person who provided the evaluation. Used only for results that are subjective (e.g., assigned by a person or a group). Should be null for records that contain collected or derived data. Examples: INVESTIGATOR, ADJUDICATION COMMITTEE, VENDOR.",Perm
Findings About,FA,23,VISITNUM,Visit Number,Num,,,,Timing,"1. Clinical encounter number.  2. Numeric version of VISIT, used for sorting.",Exp
Findings About,FA,24,VISIT,Visit Name,Char,,,,Timing,1. Protocol-defined description of clinical encounter.  2. May be used in addition to VISITNUM and/or VISITDY.,Perm
Findings About,FA,25,VISITDY,Planned Study Day of Visit,Num,,,,Timing,Planned study day of the visit based upon RFSTDTC in Demographics.,Perm
Findings About,FA,26,FADTC,Date/Time of Collection,Char,,,ISO 8601,Timing,,Perm
Findings About,FA,27,FADY,Study Day of Collection,Num,,,,Timing,"1. Study day of collection, measured as integer days.  2. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics. This formula should be consistent across the submission.",Perm
Findings About,SR,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique Identifier for a Study.,Req
Findings About,SR,2,DOMAIN,Domain Abbreviation,Char,,SR,,Identifier,Two-character abbreviation for the domain.,Req
Findings About,SR,3,USUBJID,Unique Subject Identifier,Char,,,,Identifier,Identifier used to uniquely identify a subject across submission.,Req
Findings About,SR,4,SRSEQ,Sequence Number,Num,,,,Identifier,Sequence Number given to ensure uniqueness of subject records within a domain. May be any valid number.,Req
Findings About,SR,5,SRGRPID,Group ID,Char,,,,Identifier,Used to tie together a block of related records in a single domain for a subject.,Perm
Findings About,SR,6,SRREFID,Reference ID,Char,,,,Identifier,Internal or external specimen identifier.  Example: Specimen ID.,Perm
Findings About,SR,7,SRSPID,Sponsor-Defined Identifier,Char,,,,Identifier,Sponsor defined identifier.,Perm
Findings About,SR,8,SRTESTCD,Skin Response Test or Exam Short Name,Char,,,,Topic,"Short name of the measurement, test, or examination described in SRTEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in SRTESTCD cannot be longer than 8 characters, nor can it start with a number. SRTESTCD cannot contain characters other than letters, numbers, or underscores.",Req
Findings About,SR,9,SRTEST,Skin Response Test or Examination Name,Char,,,,Synonym Qualifier,"Verbatim name of the test or examination used to obtain the measurement or finding. The value in SRTEST cannot be longer than 40 characters. (E.g., Wheal Diameter).",Req
Findings About,SR,10,SROBJ,Object of the Observation,Char,,,,Record Qualifier,"Used to describe the object or focal point of the findings observation that is represented by --TEST.  Examples: the dose of the immunogenic material or the allergen associated with the response. (e.g., Johnson Grass IgE 0.15 BAU mL).",Req
Findings About,SR,11,SRCAT,Category for Test,Char,,,,Grouping Qualifier,Used to define a category of Topic-variable values across subjects.,Perm
Findings About,SR,12,SRSCAT,Subcategory for Test,Char,,,,Grouping Qualifier,A further categorization of SRCAT values.,Perm
Findings About,SR,13,SRORRES,Results or Findings in Original Units,Char,,,,Result Qualifier,Results of measurement or finding as originally received or collected.,Exp
Findings About,SR,14,SRORRESU,Original Units,Char,C71620,,,Variable Qualifier,Original units in which the data were collected. The unit for SRORRES. Example: mm.,Exp
Findings About,SR,15,SRSTRESC,Character Results/Findings in Std. Format,Char,,,,Result Qualifier,"Contains the result value for all findings, copied or derived from SRORRES in a standard format or in standard units. SRSTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in SRSTRESN.",Exp
Findings About,SR,16,SRSTRESN,Numeric Results/Findings in Std. Units,Num,,,,Result Qualifier,Used for continuous or numeric results or findings in standard format; copied in numeric format from SRSTRESC. SRSTRESN should store all numeric test results or findings.,Exp
Findings About,SR,17,SRSTRESU,Standard Units,Char,C71620,,,Variable Qualifier,"Standardized units used for SRSTRESC and SRSTRESN, Example: mm.",Exp
Findings About,SR,18,SRSTAT,Completion Status,Char,C66789,,,Record Qualifier,Used to indicate exam not done. Should be null if a result exists in SRORRES.,Perm
Findings About,SR,19,SRREASND,Reason Not Done,Char,,,,Record Qualifier,Describes why a measurement or test was not performed. Used in conjunction with SRSTAT when value is NOT DONE.,Perm
Findings About,SR,20,SRNAM,Vendor Name,Char,,,,Record Qualifier,Name or identifier of the laboratory or vendor who provided the test results,Perm
